?Provincia,Municipio,Localidad,Código postal,Dirección,Margen,Longitud,Latitud,Toma de datos,Precio gasolina 95 E5,Precio gasolina 95 E10,Precio gasolina 95 E5 Premium,Precio gasolina 98 E5,Precio gasolina 98 E10,Precio gas�leo A,Precio gas�leo Premium,Precio gas�leo B,Precio gas�leo C,Precio bioetanol,Precio biodi�sel,Precio gases licuados del petr�leo,Precio gas natural comprimido,Precio gas natural licuado,Precio hidr�geno,R�tulo,Tipo venta,Rem.,Horario,Tipo servicio,,,,,,
SANTA CRUZ DE TENERIFE,GUÍA DE ISORA,GUIA DE ISORA,38680,"AVENIDA AV ISORA, 86",N,-16.782028,28.212417,2025-04-30 13:24:00,1228,,,1343,,1198,1312,,,,,,,,,SHELL,P,dm,L-S: 06:00-22:00, D: 07:00-17:00,L-S: 06:00-22:00 (A), D: 07:00-17:00 (A),,,,
SANTA CRUZ DE TENERIFE,GUÍA DE ISORA,CHIO,38689,"PASEO LA LIBERTAD, 49",D,-16.799389,28.244583,2025-04-23 12:10:00,1318,,,1.33,,1199,,,,,,,,,,E.S. CEPSA CHIO,P,dm,L-D: 06:00-22:00,L-D: 06:00-22:00 (A),,,,,,
SANTA CRUZ DE TENERIFE,GUÍA DE ISORA,GUIA DE ISORA,38685,TEJINA DE GUIA. GUIA DE ISORA (CTRA. GRAL KM 120-300),N,-16.766611,28.174778,2025-04-29 14:48:00,1214,,,1385,,1159,1285,,,,,,,,,SHELL,P,dm,L-D: 24H,L-D: 24H (A),,,,,,
SANTA CRUZ DE TENERIFE,GUÍA DE ISORA,PLAYA DE SAN JUAN,38687,CARRETERA CARRETERA GENERAL TF-623 KM. 13,N,-16.82225,28.193861,2025-04-29 23:00:00,1229,,,1333,,1188,1288,,,,,,,,,DISA PLAYA SAN JUAN,P,OM,L-D: 06:00-22:00,"L-D: 06:00-10:00 (A), 10:00-18:00 (P), 18:00-22:00 (A)",,,,,,
SANTA CRUZ DE TENERIFE,GUÍA DE ISORA,ALCALA,38686,CARRETERA TF47 ARMEÑIME-PUERTO SANTIAGO KM. 15,I,-16.829889,28.205056,2025-04-30 10:49:00,1185,,,1285,,1128,,,,,,,,,,PCAN,P,dm,L-D: 24H,L-D: 24H (A),,,,,,
SANTA CRUZ DE TENERIFE,GÜÍMAR,GÜIMAR,38500,"AVENIDA OBISPO PEREZ CACERES, 45",I,-16.411944,28.313028,2025-04-28 06:00:00,1209,,,1338,,1199,,,,,,,,,,CEPSA,P,dm,L-S: 06:00-22:00, D: 06:00-14:00,Sin datos,,,,,
SANTA CRUZ DE TENERIFE,GÜÍMAR,GÜIMAR,38500,"AVENIDA SANTA CRUZ, 53",N,-16.407972,28.319056,2025-04-29 13:39:00,1189,,,1334,,1189,1309,,,,,,,,,DISA GÜIMAR,P,OM,L-M: 06:00-22:00, X: 05:30-19:30, J-S: 06:00-22:00, D: 07:00-21:00,L-M: 06:00-22:00 (A), X: 05:30-19:30 (A), J-S: 06:00-22:00 (A), D: 07:00-21:00 (A)
SANTA CRUZ DE TENERIFE,GÜÍMAR,GÜIMAR,38500,"CALLE RIGOBERTO DIAZ MELERO, S/N",I,-16.410972,28313,2025-04-29 17:02:00,1189,,,1334,,1189,1309,,,,,,,,,SHELL GUIMAR,P,dm,L-D: 06:00-22:00,L-D: 06:00-22:00 (A),,,,,,
SANTA CRUZ DE TENERIFE,GÜÍMAR,GÜIMAR,38500,"POLIGONO INDUSTRIAL VALLE DE GÜIMAR MZ. 13, PC. 10, S/N",N,-16.374833,28.325194,2025-04-28 09:44:00,1099,,999,1179,,1169,999,,,,,,,,,OCÉANO,P,dm,L-V: 06:00-22:00, S: 07:00-22:00, D: 08:00-21:00,L-V: 06:00-22:00 (A), S: 07:00-22:00 (A), D: 08:00-21:00 (A),,
SANTA CRUZ DE TENERIFE,GÜÍMAR,GÜIMAR,38500,"CARRETERA TF-61 KM. 2,800",D,-16.386056,28.306389,2025-04-29 16:59:00,1189,,,1334,,1189,,,,,,,,,,DISA PUERTITO,P,dm,L-D: 24H,L-D: 24H (A),,,,,,
SANTA CRUZ DE TENERIFE,GÜÍMAR,ESCOBONAL (EL),38591,"AVENIDA AXAENTEMIR, S/N",N,-16.426417,28.26425,2025-04-28 07:00:00,1239,,,1369,,1199,,,,,,,,,,EL ESCOBONAL,P,dm,L-S: 07:00-21:00, D: 08:00-14:00,L-S: 07:00-21:00 (A), D: 08:00-14:00 (A),,,,
SANTA CRUZ DE TENERIFE,HERMIGUA,HERMIGUA,38820,CARRETERA TF 711 KM. 22,N,-17.188667,28.172306,2025-04-28 10:30:00,1405,,,1.52,,1407,1499,,,,,,,,,DISA HERMIGUA,P,OM,L-D: 06:00-22:00,L-D: 06:00-22:00 (A),,,,,,
SANTA CRUZ DE TENERIFE,ICOD DE LOS VINOS,ICOD DE LOS VINOS,38430,"AVENIDA PRINCIPES DE ESPAÑA, 40",N,-16.710194,28.37225,2025-04-28 10:30:00,1179,,,1299,,1169,1279,,,,,,,,,DISA ICOD DE LOS VINOS,P,OM,L-D: 24H,"L-D: 00:00-06:00 (A), 06:00-22:00 (P), 22:00-23:59 (A)",,,,,,
SANTA CRUZ DE TENERIFE,ICOD DE LOS VINOS,ICOD DE LOS VINOS,38430,"CALLE FRANCISCO MIRANDA, 1",N,-16.719694,28.368528,2025-04-29 23:00:00,1199,,,1319,,1189,1299,,,,,,,,,SHELL ICOD DE LOS VINOS,P,OM,L-D: 06:00-22:00,L-D: 06:00-22:00 (P),,,,,,
SANTA CRUZ DE TENERIFE,ICOD DE LOS VINOS,ICOD DE LOS VINOS,38430,"CAMINO LA PITERA, 10",I,-16.696194,28.379667,2025-04-30 01:38:00,1049,,,,,1049,,,,,,,,,,RED DE COMBUSTIBLES CANARIOS,P,dm,L-D: 24H,"L-V: 00:00-07:59 (D), 07:59-16:00 (A), 16:00-23:59 (D); S-D: 24H (D)",,,,,,
SANTA CRUZ DE TENERIFE,ICOD DE LOS VINOS,ICOD DE LOS VINOS,38430,"CARRETERA GENERAL C-820 KM. 52,7",N,-16.694056,28.379222,2025-05-01 00:00:00,1179,,,1299,,1169,1279,,,,,,,,,CEPSA,P,OM,L-V: 05:30-21:30, S-D: 06:00-22:00,L-V: 05:30-21:30 (A), S-D: 06:00-22:00 (A),,,,
SANTA CRUZ DE TENERIFE,ICOD DE LOS VINOS,ICOD DE LOS VINOS,38430,"CARRETERA TF-82 KM. 53,6",I,-16.700722,28.378972,2025-05-01 00:00:00,1179,,,1299,,1169,1279,,,,,,,,,CEPSA,P,OM,L-D: 06:00-22:00,L-D: 06:00-22:00 (P),,,,,,
SANTA CRUZ DE TENERIFE,LLANOS DE ARIDANE (LOS),LLANOS DE ARIDANE (LOS),38760,"AVENIDA CARLOS FRANCISCO LORENZO NAVARRO, 62",N,-17.907694,28.656333,2025-04-29 12:33:00,1381,,,1476,,1301,1346,,,,,,,,,SHELL,P,dm,L-S: 06:00-22:00, D: 07:00-22:00,L-S: 06:00-22:00 (A),,,,,
SANTA CRUZ DE TENERIFE,LLANOS DE ARIDANE (LOS),LLANOS DE ARIDANE (LOS),38760,"AVENIDA CARLOS FRANCISCO LORENZO NAVARRO, 1",N,-17.916417,28.658861,2025-04-29 12:31:00,1381,,,1476,,1301,1346,,,,,,,,,DISA,P,dm,L-S: 07:00-14:00,L-S: 07:00-14:00 (A),,,,,,
SANTA CRUZ DE TENERIFE,LLANOS DE ARIDANE (LOS),LLANOS DE ARIDANE (LOS),38760,"AVENIDA CARLOS FRANCISCO LORENZO NAVARRO, 40",N,-17.913222,28.657167,2025-05-01 00:00:00,1379,,,1509,,,1299,,,,,,,,,BP LOS LLANOS,P,OM,L-S: 06:30-22:00, D: 06:30-14:00,L-S: 06:30-22:00 (P), D: 06:30-14:00 (P),,,,
SANTA CRUZ DE TENERIFE,MATANZA DE ACENTEJO (LA),MATANZA DE ACENTEJO (LA),38370,AUTOVIA TF-5 km 25,I,-16.460472,28.449528,2025-04-29 14:26:00,1227,,,1.34,,1178,1275,,,,,809,,,,DISA EL BOHIO,P,dm,L-D: 24H,L-D: 24H (A),,,,,,
SANTA CRUZ DE TENERIFE,MATANZA DE ACENTEJO (LA),MATANZA DE ACENTEJO (LA),38370,"CARRETERA GENERAL DEL NORTE C-820 KM. 24,000",N,-16.450556,28.456639,2025-04-30 23:00:00,1205,,,1318,,1162,1279,,,,,,,,,DISA LA MATANZA,P,OM,L-D: 06:00-22:00,L-D: 06:00-22:00 (A),,,,,,
SANTA CRUZ DE TENERIFE,MATANZA DE ACENTEJO (LA),GUIA,38370,"CR  GENERAL DEL NORTE, 272",D,-16.462361,28.439472,2025-05-01 01:26:00,1205,,,1318,,1162,,,,,,,,,,SHELL ACENTEJO,P,dm,L-S: 06:00-22:00, D: 07:00-21:00,Sin datos,,,,,
SANTA CRUZ DE TENERIFE,OROTAVA (LA),OROTAVA (LA),38300,CARRETERA TF-21 AGUAMANSA KM.,I,-16.509972,28.377028,2025-05-01 11:39:00,1139,,,1259,,1139,,,,,,,,,,REPSOL BARROSO,P,dm,L-D: 06:00-22:00,L-D: 06:00-22:00 (P),,,,,,
SANTA CRUZ DE TENERIFE,OROTAVA (LA),OROTAVA (LA),38300,"PLAZA LA PAZ, S/N",N,-16.519861,28.394361,2025-04-28 13:25:00,1139,,,1289,,1149,1269,,,,,,,,,DISA,P,dm,L-D: 24H,L-D: 24H (A),,,,,,
SANTA CRUZ DE TENERIFE,OROTAVA (LA),OROTAVA (LA),38300,"CARRETERA C 820 KM 35.5 MARGUEN I KM. 35,5",I,-16.522333,28.398333,2025-04-28 13:26:00,1219,,,1349,,1199,1309,,,,,,,,,DISA,P,dm,L-V: 06:00-22:00, S: 07:00-22:00, D: 08:00-14:00,Sin datos,,,,
SANTA CRUZ DE TENERIFE,OROTAVA (LA),OROTAVA (LA),38300,CARRETERA LAS CAÑADAS KM. 5,D,-16.515194,28.38825,2025-04-30 14:45:00,1129,,,1239,,1119,1229,,,,,,,,,CEPSA LA CAÑADA,P,dm,L-D: 06:00-00:00,Sin datos,,,,,,
SANTA CRUZ DE TENERIFE,OROTAVA (LA),OROTAVA (LA),38300,"URBANITZACION CARMENATY, 14",D,-16.523083,28.397833,2025-05-01 00:00:00,1199,,,1329,,1199,1309,,,,,,,,,BP EL RAMAL,P,OM,L-D: 06:00-22:00,L-D: 06:00-22:00 (P),,,,,,
SANTA CRUZ DE TENERIFE,OROTAVA (LA),SAN JERONIMO,38312,"CARRETERA INSULAR TF 333 KM. 0,300",D,-16.550917,28.394056,2025-05-01 00:00:00,1199,,,1329,,1199,1309,,,,,,,,,BP EL TROMPO,P,OM,L-D: 06:00-22:00,Sin datos,,,,,,
SANTA CRUZ DE TENERIFE,OROTAVA (LA),ARENAS (LAS),38312,"CALLE ALBAÑILERIA, S/N",D,-16.54125,28.3945,2025-04-30 12:20:00,1079,,,,,1059,,,,,,,,,,PLENERGY,P,dm,L-D: 24H,L-D: 24H (D),,,,,,
SANTA CRUZ DE TENERIFE,OROTAVA (LA),PERDOMA (LA),38315,CARRETERA TF-324 KM. 2,D,-16.537389,28.379611,2025-04-28 13:46:00,1124,,,1209,,1104,1219,,,,,,,,,REPSOL,P,dm,L-V: 06:00-22:00, S-D: 07:00-23:00,L-V: 06:00-22:00 (A), S-D: 07:00-23:00 (A),,,,
SANTA CRUZ DE TENERIFE,OROTAVA (LA),OROTAVA (LA),38315,"CARRETERA GENERAL DEL NORTE, 173 KM. 173",D,-16.558389,28.376444,2025-04-29 23:00:00,1149,,,1219,,1119,1229,,,,,,,,,SHELL LA PERDOMA,P,OM,L-D: 06:00-22:00,L-S: 06:00-22:00 (P), D: 06:00-22:00 (A),,,,,
SANTA CRUZ DE TENERIFE,PASO (EL),PASO (EL),38750,CARRETERA GENERAL KM. 18,N,-17.881472,28.650556,2025-04-29 12:30:00,1381,,,1476,,1301,1346,,,,,,,,,DISA,P,dm,L-S: 06:00-22:00, D: 07:00-22:00,L-S: 06:00-22:00 (A), D: 07:00-22:00 (A),,,,
SANTA CRUZ DE TENERIFE,PASO (EL),PASO (EL),38750,"CARRETERA PADRON KM. 24,300",N,-17.867278,28.651028,2025-04-30 11:01:00,1.38,,,1475,,1.3,1345,,,,,,,,,SHELL,P,dm,L-D: 24H,L-D: 24H (A),,,,,,
SANTA CRUZ DE TENERIFE,PUERTO DE LA CRUZ,PUERTO DE LA CRUZ,38400,CR DEL BOTANICO km 6,D,-16.546167,28.41375,2025-05-01 00:00:00,1199,,,1329,,1199,1309,,,,,,,,,BP PUERTO DE LA CRUZ,P,OM,L-D: 06:30-22:30,L-D: 06:30-22:30 (A),,,,,,
SANTA CRUZ DE TENERIFE,PUERTO DE LA CRUZ,PUERTO DE LA CRUZ,38400,"CALLE CARRETERA DEL BOTANICO, 24",N,-16.543778,28.412528,2025-04-30 14:45:00,1129,,,1239,,1119,1229,,,,,,,,,CEPSA PUERTO DE LA CRUZ,P,dm,L: 06:00-00:00,Sin datos,,,,,,
SANTA CRUZ DE TENERIFE,PUERTO DE LA CRUZ,PUERTO DE LA CRUZ,38400,"CARRETERA MARTIANEZ TF-131 KM. 2,4",N,-16.529556,28.411722,2025-04-30 23:00:00,1194,,,1281,,1174,1288,,,,,,,,,SHELL EL AGUILA,P,OM,L-D: 06:00-22:00,L-D: 06:00-22:00 (A),,,,,,
SANTA CRUZ DE TENERIFE,PUERTO DE LA CRUZ,PUERTO DE LA CRUZ,38400,CARRETERA LAVERA LA MONTAÑA KM. 1,N,-16.558333,28.394833,2025-04-28 13:27:00,1177,,,1256,,1176,,,,,,,,,,DISA,P,dm,L-S: 06:00-22:00, D: 08:00-22:00,Sin datos,,,,,
SANTA CRUZ DE TENERIFE,PUNTAGORDA,PUNTAGORDA,38789,"CARRETERA LP-114 KM. 78,50",I,-17.97775,28.7635,2025-04-30 12:12:00,1.31,,,1.41,,1.27,,,,,,,,,,REPSOL,P,dm,L-D: 06:00-23:00,L-D: 06:00-23:00 (A),,,,,,
SANTA CRUZ DE TENERIFE,PUNTALLANA,PUNTALLANA,38715,"CARRETERA GENERAL KM. 8,450",N,-17.747861,28.725444,2025-04-30 15:30:00,1254,,,1364,,1244,1299,,,,,,,,,SHELL PUNTALLANA,P,OM,L-D: 06:30-22:30,L-D: 06:30-22:30 (A),,,,,,
SANTA CRUZ DE TENERIFE,REALEJOS (LOS),REALEJOS (LOS),38410,"CARRETERA CRT GRAL ICOD-S/C.PK 38.8 KM. 38,8",D,-16.572472,28.394389,2025-04-29 14:00:00,1148,,,1188,,1138,1188,,,,,,,,,TGAS LA GORVORANA,P,dm,L-D: 06:00-23:00,"L-D: 06:00-22:00 (P), 22:00-23:00 (A)",,,,,,
SANTA CRUZ DE TENERIFE,REALEJOS (LOS),REALEJOS (LOS),38410,CARRETERA EL TOSCAL KM. S/N,N,-16.574306,28.400194,2025-04-28 10:30:00,1194,,,1281,,1174,1288,,,,,,,,,SHELL LAS DEHESAS,P,OM,L-D: 06:00-22:00,L-D: 06:00-22:00 (A),,,,,,
SANTA CRUZ DE TENERIFE,REALEJOS (LOS),REALEJOS (LOS),38410,"CARRETERA CRA.GRAL.LA ZAMORA 22 KM. 3,100",N,-16.577167,28.384194,2025-04-30 23:00:00,1149,,,1219,,1119,1229,,,,,,,,,SHELL LOS REALEJOS,P,OM,L-D: 06:00-22:00,L-D: 06:00-22:00 (A),,,,,,
SANTA CRUZ DE TENERIFE,REALEJOS (LOS),REALEJOS (LOS),38410,CARRETERA GENERAL DE PALO BLANCO Nº 77 KM. 1,I,-16575,28.372556,2025-04-28 11:35:00,1199,,,1298,,1169,,,,,,,,,,CEPSA,P,dm,L-D: 07:00-22:00,L-D: 07:00-22:00 (A),,,,,,
SANTA CRUZ DE TENERIFE,REALEJOS (LOS),REALEJOS (LOS),38410,CARRETERA LOS REALEJOS-ICOD EL ALTO KM. 10,N,-16.590056,28.373639,2025-04-28 09:38:00,1089,,,1165,,1069,,,,,,,,,,EESS OCÉANO  LA AZADILLA,P,dm,L-V: 06:15-22:15, S: 06:45-22:15, D: 07:15-22:15,L-V: 06:15-22:15 (A), S: 06:45-22:15 (A), D: 07:15-22:15 (A),,
SANTA CRUZ DE TENERIFE,REALEJOS (LOS),REALEJOS (LOS),38410,"CALLE LOS BARROS, 30",N,-16.581889,28.390028,2025-04-30 10:16:00,1118,,,1177,,1117,,,,,,,,,,PCAN,P,dm,L-D: 24H,L-D: 24H (A),,,,,,
SANTA CRUZ DE TENERIFE,REALEJOS (LOS),REALEJOS (LOS),38410,"CALLE LOS BARROS, 33",D,-16.582167,28.390083,2025-04-30 15:30:00,1167,,,1256,,1166,,,,,,,,,,DISA LOS BARROS,P,OM,L-D: 06:00-22:00,L-D: 06:00-22:00 (A),,,,,,
SANTA CRUZ DE TENERIFE,REALEJOS (LOS),REALEJOS (LOS),38419,"CALLE ANAGA, 1",N,-16.576639,28.383806,2025-05-01 10:36:00,1039,,,,,999,,,,,,,,,,PETROPRIX,P,dm,L-D: 24H,L-D: 24H (D),,,,,,
SANTA CRUZ DE TENERIFE,REALEJOS (LOS),REALEJOS (LOS),38419,"POLIGONO LA GAÑANÍA, 6",D,-16.574694,28.381417,2025-04-28 06:00:00,1089,,,1165,,1079,1152,,,,,,,,,OCÉANO LOS REALEJOS,P,dm,L-S: 06:00-22:00, D: 07:00-22:00,L-S: 06:00-22:00 (A), D: 07:00-22:00 (A),,,,
SANTA CRUZ DE TENERIFE,REALEJOS (LOS),REALEJOS (LOS),38419,"CARRETERA CARRETERA DEL NORTE KM. 43,60",D,-16.618222,28.393083,2025-04-30 11:45:00,1139,,,1289,,1149,1269,,,,,,,,,ESTACION DE SERVICIOS EL MIRADOR,P,dm,L-D: 24H,L-D: 24H (P),,,,,,
SANTA CRUZ DE TENERIFE,REALEJOS (LOS),CRUZ SANTA,38413,"CALLE PIÑERA, SN",I,-16.571389,28.377083,2025-04-21 15:26:00,1209,,,1309,,1179,1259,,,,,,,,,REPSOL,P,dm,L: 06:00-00:00,L: 06:00-00:00 (A),,,,,,
SANTA CRUZ DE TENERIFE,REALEJOS (LOS),ICOD EL ALTO,38414,CARRETERA TF-342 LOS REALEJOS - LA GUANCHA KM. 15,D,-16.618972,28.379111,2025-04-30 01:18:00,1109,,,1185,,1089,,,,,,,,,,DISA,P,dm,L-S: 06:00-22:00, D: 08:00-20:00,L-S: 06:00-22:00 (A), D: 08:00-20:00 (A),,,,
SANTA CRUZ DE TENERIFE,REALEJOS (LOS),PALO BLANCO-LLANADAS,38415,"CARRETERA TF-326 KM. 4,159",D,-16.569833,28.362694,2025-05-01 00:00:00,1135,,,1225,,1085,,,,,,,,,,REPSOL,P,dm,L-D: 06:30-00:00,L-D: 06:30-00:00 (A),,,,,,
SANTA CRUZ DE TENERIFE,ROSARIO (EL),SAN ISIDRO,38109,"CALLE ISAAC PERAL, 10",D,-16.318083,28.414583,2025-04-30 06:00:00,1169,,,1259,,1159,1249,,,,,,,,,TGAS EL ROSARIO,P,dm,L-V: 06:00-20:00, S: 07:00-17:00,L-V: 06:00-20:00 (P), S: 07:00-17:00 (P),,,,
SANTA CRUZ DE TENERIFE,ROSARIO (EL),ROSARIO (EL),38420,"C/ LA CAMPANA, S/N (CTRA. GRAL. DEL SUR km 4)",N,-16.320222,28.419333,2025-05-01 00:00:00,1099,,,1217,,1088,1198,,,,,,,,,CEPSA,P,OM,L-D: 24H,L-D: 24H (A),,,,,,
SANTA CRUZ DE TENERIFE,ROSARIO (EL),ROSARIO (EL),38420,"CARRETERA TF24 LA LAGUNA - EL PORTILLO KM. 5,5",D,-16.362139,28456,2025-04-30 10:48:00,1169,,,1299,,1158,,,,,,,,,,PCAN,P,dm,L-D: 06:00-22:00,L-D: 06:00-22:00 (A),,,,,,
SANTA CRUZ DE TENERIFE,SAN ANDRÉS Y SAUCES,SAUCES (LOS),38720,"AVENIDA LOS SAUCES, 40",N,-17.772833,28.801028,2025-04-30 10:45:00,1259,,,1369,,1249,,,,,,,,,,DISA,P,dm,L-S: 07:00-21:00, D: 08:00-13:00,Sin datos,,,,,
SANTA CRUZ DE TENERIFE,SAN ANDRÉS Y SAUCES,SAUCES (LOS),38720,CARRETERA CARRETERA GENERAL LP1 KM. 27,I,-17.774472,28.805194,2025-04-29 23:00:00,1259,,,1369,,1249,,,,,,,,,,CEPSA,P,dm,L: 07:30-21:00,Sin datos,,,,,,
SANTA CRUZ DE TENERIFE,SAN CRISTÓBAL DE LA LAGUNA,SAN CRISTOBAL,38205,"AVENIDA CALVO SOTELO, S/N",N,-16.313611,28.4815,2025-05-01 07:00:00,1089,,,1209,,1099,1209,,,,,,,,,SHELL LA LAGUNA,P,OM,L-D: 24H,L-D: 24H (A),,,,,,
SANTA CRUZ DE TENERIFE,SAN CRISTÓBAL DE LA LAGUNA,SAN CRISTOBAL,38295,CARRETERA GENERAL DEL NORTE KM. 13200,I,-16.3545,28.490667,2025-04-30 09:33:00,1183,,,1279,,1162,1258,,,,,,,,,REPSOL,P,dm,L-D: 24H,L-D: 24H (A),,,,,,
SANTA CRUZ DE TENERIFE,SAN CRISTÓBAL DE LA LAGUNA,SAN CRISTOBAL,38206,"CAMINO DE LA VILLA, 175",I,-16.336583,28.483556,2025-04-30 14:09:00,1.18,,,1278,,1158,1198,,,,,,,,,ES TAXLAGUNA,P,dm,L-S: 06:30-22:00,Sin datos,,,,,,
SANTA CRUZ DE TENERIFE,SAN CRISTÓBAL DE LA LAGUNA,SAN CRISTOBAL,38208,"AVENIDA REPUBLICA ARGENTINA, 86",D,-16.308083,28.509639,2025-04-28 12:47:00,1208,,,1338,,1188,1298,,,,,,,,,BP E.S. LAS CANTERAS S.L.,P,dm,L-S: 7:00-22:00,L-S: 7:00-22:00 (A),,,,,,
SANTA CRUZ DE TENERIFE,SAN CRISTÓBAL DE LA LAGUNA,"CUESTA, LA",38320,"AVENIDA LOS MENCEYES, 223",D,-16296,28.470222,2025-04-30 10:45:00,1147,,,1.19,,1127,,,,,,,,,,PCAN,P,dm,L-D: 24H,L-D: 24H (A),,,,,,
SANTA CRUZ DE TENERIFE,SAN CRISTÓBAL DE LA LAGUNA,"CUESTA, LA",38206,"CALLE MILAGROSA (LA) LA CUESTA, 2",D,-16.283778,28.466111,2025-04-30 10:41:00,1127,,,1.28,,1099,1.25,,,,,,,,,DISA VISTABELLA,P,dm,L-S: 06:00-22:00, D: 08:00-22:00,L-S: 06:00-22:00 (A), D: 08:00-22:00 (A),,,,
SANTA CRUZ DE TENERIFE,SAN CRISTÓBAL DE LA LAGUNA,"CUESTA, LA",38206,CARRETERA SUR (CUESTA-TACO) KM. 2,N,-16.285806,28.467667,2025-05-01 07:00:00,1089,,,1199,,1099,1169,,,,,799,,,,DISA OFRA,P,OM,L-D: 06:00-22:00,L-D: 06:00-22:00 (P),,,,,,
SANTA CRUZ DE TENERIFE,SAN CRISTÓBAL DE LA LAGUNA,TACO,38108,"CALLE SANTA AMELIA, 20",D,-16.296028,28.451278,2025-04-30 09:42:00,1014,,,1.19,,1018,1018,,,,,,,,,OCÉANO TACO,P,dm,L-J: 06:00-00:00, V: 24H, S-D: 06:00-02:00,Sin datos,,,,
SANTA CRUZ DE TENERIFE,SAN CRISTÓBAL DE LA LAGUNA,TACO,38108,"CALLE LIBERTAD, S/N",D,-16.304861,28.464694,2025-05-01 14:00:00,1169,,,1294,,1189,1299,,,,,,,,,REPSOL,P,OM,L-D: 24H,"L-D: 00:00-06:00 (A), 06:00-22:00 (P), 22:00-23:59 (A)",,,,,,
SANTA CRUZ DE TENERIFE,SAN CRISTÓBAL DE LA LAGUNA,GENETO,38296,"CAMINO SAN MIGUEL DE GENETO, 148",D,-16.316889,28.456083,2025-05-01 00:00:00,1169,,,1294,,1189,1299,,,,,,,,,REPSOL,P,OM,L: 24H,L: 24H (A),,,,,,
SANTA CRUZ DE TENERIFE,SAN CRISTÓBAL DE LA LAGUNA,"BALDIOS, LOS",38291,CARRETERA TF-265 KM. 2,D,-16.329806,28.456861,2025-04-29 14:00:00,1158,,,1258,,1158,,,,,,,,,,TGAS LO BALDÍOS,P,dm,L-D: 06:00-22:00,L-D: 06:00-22:00 (P),,,,,,
SANTA CRUZ DE TENERIFE,SAN CRISTÓBAL DE LA LAGUNA,GUAMASA,38330,"CALLE LÁZARO LÓPEZ, 6",I,-16.378222,28.495889,2025-04-23 12:31:00,1119,,,1226,,1074,,,,,,,,,,PCAN,P,dm,L: 06:00-23:00,L: 06:00-23:00 (A),,,,,,
SANTA CRUZ DE TENERIFE,SAN CRISTÓBAL DE LA LAGUNA,VALLE DE GUERRA,38270,CARRETERA GENERAL KM. 194,D,-16389,28.518167,2025-04-30 09:34:00,1183,,,1279,,1162,1258,,,,,,,,,REPSOL,P,dm,L-D: 06:00-23:00,L-D: 06:00-23:00 (A),,,,,,
SANTA CRUZ DE TENERIFE,SAN CRISTÓBAL DE LA LAGUNA,VALLE DE GUERRA,38270,"CARRETERA TF-16 KM. 4,4",I,-16.398583,28.510556,2025-04-30 13:03:00,1.19,,,1287,,1.17,1266,,,,,,,,,REPSOL,P,dm,L-D: 06:00-22:00,L-D: 06:00-22:00 (A),,,,,,
SANTA CRUZ DE TENERIFE,SAN CRISTÓBAL DE LA LAGUNA,TEJINA,38260,"CALLE FELIPE CASTILLO, 3",N,-16.363056,28.53325,2025-04-28 10:30:00,1215,,,1323,,1195,1325,,,,,,,,,DISA TEJINA,P,OM,L-D: 06:00-22:00,L-D: 06:00-22:00 (A),,,,,,
SANTA CRUZ DE TENERIFE,SAN CRISTÓBAL DE LA LAGUNA,TEJINA,38260,"CARRETERA TEJINA BAJAMAR KM. 9,5",N,-16.359722,28.530833,2025-05-01 00:00:00,1199,,,1329,,1199,,,,,,,,,,BP TEJINA,P,OM,L-V: 06:00-22:00, S-D: 07:00-22:00,L-V: 06:00-22:00 (A), S-D: 07:00-22:00 (A),,,,
SANTA CRUZ DE TENERIFE,SAN CRISTÓBAL DE LA LAGUNA,BAJAMAR,38250,"AVENIDA BAJAMAR, 103",I,-16.347361,28.55225,2025-04-28 10:30:00,1215,,,1323,,1195,1325,,,,,,,,,DISA BAJAMAR,P,OM,L-D: 06:00-22:00,L-D: 06:00-22:00 (A),,,,,,
SANTA CRUZ DE TENERIFE,SAN CRISTÓBAL DE LA LAGUNA,LA LAGUNA,38108,"AVENIDA PASO EL (LOS MAJUELOS), 108",N,-16.30725,28.447444,2025-04-28 10:23:00,1099,,,1249,,1109,1239,,,,,,,,,CEPSA LOS ANDENES,P,dm,L-D: 24H,L-D: 24H (A),,,,,,
SANTA CRUZ DE TENERIFE,SAN CRISTÓBAL DE LA LAGUNA,LA LAGUNA,38108,"CR TF-411, KM. 2,45",N,-16.294583,28.4495,2025-05-01 00:00:00,1199,,,1329,,1199,1309,,,,,,,,,BP TACO NORTE,P,OM,L-D: 06:00-22:00,L-D: 06:00-22:00 (A),,,,,,
SANTA CRUZ DE TENERIFE,SAN CRISTÓBAL DE LA LAGUNA,LA LAGUNA,38108,"AVENIDA LOS MAJUELOS, 26",N,-16.296722,28.454667,2025-04-30 23:00:00,1151,,,1287,,1161,1282,,,,,,,,,DISA LOS MAJUELOS,P,OM,L-D: 24H,L-D: 24H (A),,,,,,
SANTA CRUZ DE TENERIFE,SAN CRISTÓBAL DE LA LAGUNA,LA LAGUNA,38108,POL. IND. LOS MAJUELOS km CENTRO COMERCIAL M,N,-16.304306,28.458111,2025-05-01 07:00:00,1145,,,1281,,1155,1276,,,,,,,,,DISA LAS CHUMBERAS,P,OM,L-S: 06:00-22:00, D: 08:00-21:00,L-S: 06:00-22:00 (A), D: 08:00-21:00 (A),,,,
